Provider ID,Hospital Name,schema:Hospital on Map,Address,City,schema:City,State,schema:State,ZIP Code,County Name,schema:County,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison
140052,OSF SAINT ANTHONY'S HEALTH CENTER,https://nominatim.openstreetmap.org/search.php?q=OSF+SAINT+ANTHONY'S+HEALTH+CENTER&polygon_geojson=1&viewbox=,ST ANTHONY'S WAY,Alton,https://www.wikidata.org/wiki/Q443852,Illinois,https://www.wikidata.org/wiki/Q1204,62002,Madison County,https://www.wikidata.org/wiki/Q115166,6184652571,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
140118,METROSOUTH MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=METROSOUTH+MEDICAL+CENTER&polygon_geojson=1&viewbox=,12935 S GREGORY,Blue Island,https://www.wikidata.org/wiki/Q577829,Illinois,https://www.wikidata.org/wiki/Q1204,60406,Cook County,https://www.wikidata.org/wiki/Q156431,7085972000,Acute Care Hospitals,Proprietary,true,true,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,https://nominatim.openstreetmap.org/search.php?q=FRANCISCAN+HEALTH+OLYMPIA+&+CHICAGO+HEIGHTS&polygon_geojson=1&viewbox=,20201 S CRAWFORD AVENUE,Olympia Fields,https://www.wikidata.org/wiki/Q2432178,Illinois,https://www.wikidata.org/wiki/Q1204,60461,Cook County,https://www.wikidata.org/wiki/Q156431,7087474000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
140187,HSHS ST ELIZABETH'S HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=HSHS+ST+ELIZABETH'S+HOSPITAL&polygon_geojson=1&viewbox=,ONE ST ELIZABETH BOULEVARD,O'Fallon,https://www.wikidata.org/wiki/Q577960,Illinois,https://www.wikidata.org/wiki/Q1204,62269,St. Clair County,https://www.wikidata.org/wiki/Q486507,6182342120,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
140210,HARRISBURG MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=HARRISBURG+MEDICAL+CENTER&polygon_geojson=1&viewbox=,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,,Illinois,https://www.wikidata.org/wiki/Q1204,62946,SALINE,,6182537671,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,Same as the national average,Not Available,Below the national average,Same as the national average,Same as the national average,Above the national average,Below the national average
141328,HARDIN COUNTY GENERAL HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=HARDIN+COUNTY+GENERAL+HOSPITAL&polygon_geojson=1&viewbox=,FERRELL ROAD,Rosiclare,https://www.wikidata.org/wiki/Q575843,Illinois,https://www.wikidata.org/wiki/Q1204,62982,HARDIN,,6182856634,Critical Access Hospitals,Voluntary non-profit - Private,true,true,2,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Not Available,Not Available
141346,FAYETTE COUNTY HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=FAYETTE+COUNTY+HOSPITAL&polygon_geojson=1&viewbox=,7TH AND TAYLOR,VANDALIA,,Illinois,https://www.wikidata.org/wiki/Q1204,62471,FAYETTE,,6182831231,Critical Access Hospitals,Voluntary non-profit - Other,true,,3,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Not Available,Not Available
141349,SPARTA COMMUNITY HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=SPARTA+COMMUNITY+HOSPITAL&polygon_geojson=1&viewbox=,818 E BROADWAY,SPARTA,,Illinois,https://www.wikidata.org/wiki/Q1204,62286,RANDOLPH,,6184432177,Critical Access Hospitals,Government - Hospital District or Authority,true,true,3,Same as the national average,Not Available,Above the national average,Not Available,Not Available,Not Available,Same as the national average
150015,FRANCISCAN HEALTH MICHIGAN CITY,https://nominatim.openstreetmap.org/search.php?q=FRANCISCAN+HEALTH+MICHIGAN+CITY&polygon_geojson=1&viewbox=,3500 FRANCISCAN WAY MICHIGAN CITY,MICHIGAN CITY,,Indiana,https://www.wikidata.org/wiki/Q1415,46360,LA PORTE,,2198798511,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
150069,KING'S DAUGHTERS' HEALTH,https://nominatim.openstreetmap.org/search.php?q=KING'S+DAUGHTERS'+HEALTH&polygon_geojson=1&viewbox=,1373 EAST SR 62,MADISON,,Indiana,https://www.wikidata.org/wiki/Q1415,47250,JEFFERSON,,8128010105,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
160089,OTTUMWA REGIONAL HEALTH CENTER,https://nominatim.openstreetmap.org/search.php?q=OTTUMWA+REGIONAL+HEALTH+CENTER&polygon_geojson=1&viewbox=,1001 E PENNSYLVANIA,Ottumwa,https://www.wikidata.org/wiki/Q853566,Iowa,https://www.wikidata.org/wiki/Q1546,52501,WAPELLO,,6416827511,Acute Care Hospitals,Proprietary,true,true,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
450661,ODESSA REGIONAL MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=ODESSA+REGIONAL+MEDICAL+CENTER&polygon_geojson=1&viewbox=,520 E 6TH STREET,ODESSA,,Texas,https://www.wikidata.org/wiki/Q1439,79761,Ector County,https://www.wikidata.org/wiki/Q109810,4325828340,Acute Care Hospitals,Proprietary,true,true,2,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
170166,MORTON COUNTY HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=MORTON+COUNTY+HOSPITAL&polygon_geojson=1&viewbox=,445 N HILLTOP,ELKHART,,Kansas,https://www.wikidata.org/wiki/Q1558,67950,MORTON,,6206972141,Acute Care Hospitals,Government - Local,true,,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available
171338,SABETHA COMMUNITY HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=SABETHA+COMMUNITY+HOSPITAL&polygon_geojson=1&viewbox=,14TH & OREGON,Sabetha,https://www.wikidata.org/wiki/Q2514856,Kansas,https://www.wikidata.org/wiki/Q1558,66534,Nemaha County,https://www.wikidata.org/wiki/Q379585,7852842121,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,Not Available,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Not Available
171344,WILSON MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=WILSON+MEDICAL+CENTER&polygon_geojson=1&viewbox=,REECE CAMPUS 2600 OTTAWA ROAD,Neodesha,https://www.wikidata.org/wiki/Q2184904,Kansas,https://www.wikidata.org/wiki/Q1558,66757,WILSON,,6203252611,Critical Access Hospitals,Government - Local,true,true,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available
460011,CASTLEVIEW HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=CASTLEVIEW+HOSPITAL&polygon_geojson=1&viewbox=,300 NORTH HOSPITAL DRIVE,Price,https://www.wikidata.org/wiki/Q482891,Utah,https://www.wikidata.org/wiki/Q829,84501,CARBON,,4356374800,Acute Care Hospitals,Proprietary,true,true,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
171382,ATCHISON HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=ATCHISON+HOSPITAL&polygon_geojson=1&viewbox=,800 RAVIN HILL DRIVE,Atchison,https://www.wikidata.org/wiki/Q753949,Kansas,https://www.wikidata.org/wiki/Q1558,66002,ATCHISON,,9133605581,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Not Available,Not Available
180010,SAINT JOSEPH HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=SAINT+JOSEPH+HOSPITAL&polygon_geojson=1&viewbox=,ONE SAINT JOSEPH DRIVE,LEXINGTON,,Kentucky,https://www.wikidata.org/wiki/Q1603,40504,FAYETTE,,8593131000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
180080,BAPTIST HEALTH CORBIN,https://nominatim.openstreetmap.org/search.php?q=BAPTIST+HEALTH+CORBIN&polygon_geojson=1&viewbox=,ONE TRILLIUM WAY,Corbin,https://www.wikidata.org/wiki/Q2941325,Kentucky,https://www.wikidata.org/wiki/Q1603,40701,WHITLEY,,6065281212,Acute Care Hospitals,Voluntary non-profit - Private,true,,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
190116,MOREHOUSE GENERAL HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=MOREHOUSE+GENERAL+HOSPITAL&polygon_geojson=1&viewbox=,323 W WALNUT,BASTROP,,Louisiana,https://www.wikidata.org/wiki/Q1588,71220,MOREHOUSE,,3182833600,Acute Care Hospitals,Government - Hospital District or Authority,true,true,2,Same as the national average,Not Available,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average
190144,MINDEN MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=MINDEN+MEDICAL+CENTER&polygon_geojson=1&viewbox=,NO 1 MEDICAL PLAZA,MINDEN,,Louisiana,https://www.wikidata.org/wiki/Q1588,71055,Webster County,https://www.wikidata.org/wiki/Q491514,3183772321,Acute Care Hospitals,Proprietary,true,true,3,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
190145,LASALLE GENERAL HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=LASALLE+GENERAL+HOSPITAL&polygon_geojson=1&viewbox=,187 NINTH ST/HWY 84 WEST,JENA,,Louisiana,https://www.wikidata.org/wiki/Q1588,71342,LASALLE,,3189929200,Acute Care Hospitals,Government - Hospital District or Authority,true,true,2,Same as the national average,Not Available,Below the national average,Not Available,Below the national average,Same as the national average,Not Available
460013,MOUNTAIN VIEW HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=MOUNTAIN+VIEW+HOSPITAL&polygon_geojson=1&viewbox=,1000 EAST 100 NORTH,Payson,https://www.wikidata.org/wiki/Q482941,Utah,https://www.wikidata.org/wiki/Q829,84651,UTAH,,8014657100,Acute Care Hospitals,Proprietary,true,true,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
200018,NORTHERN LIGHT A R GOULD HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=NORTHERN+LIGHT+A+R+GOULD+HOSPITAL&polygon_geojson=1&viewbox=,PO BOX 151,Presque Isle,https://www.wikidata.org/wiki/Q986013,Maine,https://www.wikidata.org/wiki/Q724,4769,AROOSTOOK,,2077684000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
200033,EASTERN MAINE MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=EASTERN+MAINE+MEDICAL+CENTER&polygon_geojson=1&viewbox=,PO BOX 404,BANGOR,,Maine,https://www.wikidata.org/wiki/Q724,4401,PENOBSCOT,,2079737000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
220010,LAWRENCE GENERAL HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=LAWRENCE+GENERAL+HOSPITAL&polygon_geojson=1&viewbox=,ONE GENERAL STREET,LAWRENCE,,Massachusetts,https://www.wikidata.org/wiki/Q771,1842,ESSEX,,9786834000,Acute Care Hospitals,Voluntary non-profit - Private,true,,2,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON","https://nominatim.openstreetmap.org/search.php?q=LAHEY+HOSPITAL+&+MEDICAL+CENTER,+BURLINGTON&polygon_geojson=1&viewbox=",41 & 45 MALL ROAD,BURLINGTON,,Massachusetts,https://www.wikidata.org/wiki/Q771,1803,Middlesex County,https://www.wikidata.org/wiki/Q54073,7817445100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average
221300,MARTHA'S VINEYARD HOSPITAL INC,https://nominatim.openstreetmap.org/search.php?q=MARTHA'S+VINEYARD+HOSPITAL+INC&polygon_geojson=1&viewbox=,"ONE HOSPITAL ROAD, FIRST FL, WING 5,  PO BOX 1477",OAK BLUFFS,,Massachusetts,https://www.wikidata.org/wiki/Q771,2557,Dukes County,https://www.wikidata.org/wiki/Q54091,5086930410,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Not Available
230110,SPECTRUM HEALTH LUDINGTON HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=SPECTRUM+HEALTH+LUDINGTON+HOSPITAL&polygon_geojson=1&viewbox=,ONE N ATKINSON DRIVE,Ludington,https://www.wikidata.org/wiki/Q2161723,Michigan,https://www.wikidata.org/wiki/Q1166,49431,MASON,,2318432591,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
230132,HURLEY MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=HURLEY+MEDICAL+CENTER&polygon_geojson=1&viewbox=,ONE HURLEY PLAZA,FLINT,,Michigan,https://www.wikidata.org/wiki/Q1166,48503,Genesee County,https://www.wikidata.org/wiki/Q115014,8102579000,Acute Care Hospitals,Voluntary non-profit - Other,true,,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Above the national average
230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,https://nominatim.openstreetmap.org/search.php?q=GENESYS+REGIONAL+MEDICAL+CENTER+-+HEALTH+PARK&polygon_geojson=1&viewbox=,ONE GENESYS PARKWAY,Grand Blanc,https://www.wikidata.org/wiki/Q610773,Michigan,https://www.wikidata.org/wiki/Q1166,48439,Genesee County,https://www.wikidata.org/wiki/Q115014,8106065000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Above the national average
230207,MCLAREN OAKLAND,https://nominatim.openstreetmap.org/search.php?q=MCLAREN+OAKLAND&polygon_geojson=1&viewbox=,50 NORTH PERRY,PONTIAC,,Michigan,https://www.wikidata.org/wiki/Q1166,48342,OAKLAND,,2483385000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Above the national average,Below the national average
230269,"BEAUMONT HOSPITAL, TROY","https://nominatim.openstreetmap.org/search.php?q=BEAUMONT+HOSPITAL,+TROY&polygon_geojson=1&viewbox=",44201 DEQUINDRE ROAD,TROY,,Michigan,https://www.wikidata.org/wiki/Q1166,48085,OAKLAND,,2489648800,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,https://nominatim.openstreetmap.org/search.php?q=DETROIT+RECEIVING+HOSPITAL+&+UNIV+HEALTH+CENTER&polygon_geojson=1&viewbox=,4201 ST ANTOINE ST - 3M,DETROIT,,Michigan,https://www.wikidata.org/wiki/Q1166,48201,Wayne County,https://www.wikidata.org/wiki/Q491762,3137453104,Acute Care Hospitals,Proprietary,true,true,2,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
230277,HURON VALLEY-SINAI HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=HURON+VALLEY-SINAI+HOSPITAL&polygon_geojson=1&viewbox=,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSHIP,,Michigan,https://www.wikidata.org/wiki/Q1166,48382,OAKLAND,,2489373370,Acute Care Hospitals,Proprietary,true,true,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average
231322,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=MUNSON+HEALTHCARE+CHARLEVOIX+HOSPITAL&polygon_geojson=1&viewbox=,14700 LAKESHORE DRIVE,Charlevoix,https://www.wikidata.org/wiki/Q1066741,Michigan,https://www.wikidata.org/wiki/Q1166,49720,Charlevoix County,https://www.wikidata.org/wiki/Q498020,2315474024,Critical Access Hospitals,Voluntary non-profit - Other,true,true,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
231323,SPECTRUM HEALTH REED CITY HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=SPECTRUM+HEALTH+REED+CITY+HOSPITAL&polygon_geojson=1&viewbox=,"300 N PATTERSON, PO BOX 75",Reed City,https://www.wikidata.org/wiki/Q2629803,Michigan,https://www.wikidata.org/wiki/Q1166,49677,OSCEOLA,,2318323271,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
241306,RENVILLE COUNTY HOSPITAL AND CLINICS,https://nominatim.openstreetmap.org/search.php?q=RENVILLE+COUNTY+HOSPITAL+AND+CLINICS&polygon_geojson=1&viewbox=,100 HEALTHY WAY,Olivia,https://www.wikidata.org/wiki/Q1928578,Minnesota,https://www.wikidata.org/wiki/Q1527,56277,RENVILLE,,3205231261,Critical Access Hospitals,Government - Local,true,true,4,Not Available,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Not Available
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,https://nominatim.openstreetmap.org/search.php?q=BAPTIST+MEMORIAL+HOSPITAL+UNION+COUNTY&polygon_geojson=1&viewbox=,200 HWY 30 WEST,NEW ALBANY,,Mississippi,https://www.wikidata.org/wiki/Q1494,38652,UNION,,6625387631,Acute Care Hospitals,Voluntary non-profit - Other,true,true,5,Same as the national average,Same as the national average,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,https://nominatim.openstreetmap.org/search.php?q=KING'S+DAUGHTERS+MEDICAL+CENTER-BROOKHAVEN&polygon_geojson=1&viewbox=,P O BOX 948/427 HIGHWAY 51 NORTH,BROOKHAVEN,,Mississippi,https://www.wikidata.org/wiki/Q1494,39601,Lincoln County,https://www.wikidata.org/wiki/Q487243,6018336011,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
250078,FORREST GENERAL HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=FORREST+GENERAL+HOSPITAL&polygon_geojson=1&viewbox=,6051 US HIGHWAY 49,Hattiesburg,https://www.wikidata.org/wiki/Q384464,Mississippi,https://www.wikidata.org/wiki/Q1494,39404,Forrest County,https://www.wikidata.org/wiki/Q491221,6012887000,Acute Care Hospitals,Government - Local,true,true,1,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
250084,MERIT HEALTH NATCHEZ,https://nominatim.openstreetmap.org/search.php?q=MERIT+HEALTH+NATCHEZ&polygon_geojson=1&viewbox=,52 SERGEANT PRENTISS DRIVE,Natchez,https://www.wikidata.org/wiki/Q944044,Mississippi,https://www.wikidata.org/wiki/Q1494,39120,Adams County,https://www.wikidata.org/wiki/Q108798,6014432100,Acute Care Hospitals,Proprietary,true,true,2,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=SOUTHWEST+MS+REGIONAL+MEDICAL+CENTER&polygon_geojson=1&viewbox=,215 MARION AV BOX 1307,McComb,https://www.wikidata.org/wiki/Q846178,Mississippi,https://www.wikidata.org/wiki/Q1494,39649,Pike County,https://www.wikidata.org/wiki/Q491533,6012495500,Acute Care Hospitals,Government - Local,true,true,2,Same as the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
251309,FIELD HEALTH SYSTEM,https://nominatim.openstreetmap.org/search.php?q=FIELD+HEALTH+SYSTEM&polygon_geojson=1&viewbox=,178 HIGHWAY 24,CENTREVILLE,,Mississippi,https://www.wikidata.org/wiki/Q1494,39631,Wilkinson County,https://www.wikidata.org/wiki/Q486317,6018900500,Critical Access Hospitals,Government - Local,true,true,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average
260020,MERCY HOSPITAL ST LOUIS,https://nominatim.openstreetmap.org/search.php?q=MERCY+HOSPITAL+ST+LOUIS&polygon_geojson=1&viewbox=,615 NEW BALLAS ROAD,St. Louis,https://www.wikidata.org/wiki/Q38022,Missouri,https://www.wikidata.org/wiki/Q1581,63141,ST. LOUIS,,3145696000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
260032,BARNES JEWISH HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=BARNES+JEWISH+HOSPITAL&polygon_geojson=1&viewbox=,ONE BARNES-JEWISH HOSPITAL PLAZA,St. Louis,https://www.wikidata.org/wiki/Q38022,Missouri,https://www.wikidata.org/wiki/Q1581,63110,ST. LOUIS CITY,,3147473000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,2,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average
260141,UNIVERSITY OF MISSOURI HEALTH CARE,https://nominatim.openstreetmap.org/search.php?q=UNIVERSITY+OF+MISSOURI+HEALTH+CARE&polygon_geojson=1&viewbox=,ONE HOSPITAL DRIVE,COLUMBIA,,Missouri,https://www.wikidata.org/wiki/Q1581,65212,BOONE,,5738824141,Acute Care Hospitals,Government - State,true,true,1,Below the national average,Below the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
260142,FITZGIBBON HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=FITZGIBBON+HOSPITAL&polygon_geojson=1&viewbox=,2305 S 65 HIGHWAY,MARSHALL,,Missouri,https://www.wikidata.org/wiki/Q1581,65340,SALINE,,6608867431,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
260183,SAINT FRANCIS MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=SAINT+FRANCIS+MEDICAL+CENTER&polygon_geojson=1&viewbox=,211 ST FRANCIS DR,Cape Girardeau,https://www.wikidata.org/wiki/Q866294,Missouri,https://www.wikidata.org/wiki/Q1581,63703,Cape Girardeau County,https://www.wikidata.org/wiki/Q484740,5733313000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,Below the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Below the national average
260214,BELTON REGIONAL MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=BELTON+REGIONAL+MEDICAL+CENTER&polygon_geojson=1&viewbox=,17065 S 71 HIGHWAY,BELTON,,Missouri,https://www.wikidata.org/wiki/Q1581,64012,Cass County,https://www.wikidata.org/wiki/Q111421,8163481236,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,Same as the national average,Above the national average,Below the national average,Below the national average,Above the national average,Above the national average,Same as the national average
270003,ST PETERS HOSPITAL,https://nominatim.openstreetmap.org/search.php?q=ST+PETERS+HOSPITAL&polygon_geojson=1&viewbox=,2475 BROADWAY,HELENA,,Montana,https://www.wikidata.org/wiki/Q1212,59601,Lewis and Clark County,https://www.wikidata.org/wiki/Q496656,4064422480,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
280009,CHI HEALTH GOOD SAMARITAN,https://nominatim.openstreetmap.org/search.php?q=CHI+HEALTH+GOOD+SAMARITAN&polygon_geojson=1&viewbox=,"P O BOX 1990, 10 EAST 31ST ST",KEARNEY,,Nebraska,https://www.wikidata.org/wiki/Q1553,68848,BUFFALO,,3088657100,Acute Care Hospitals,Voluntary non-profit - Church,true,,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
280013,THE NEBRASKA MEDICAL CENTER,https://nominatim.openstreetmap.org/search.php?q=THE+NEBRASKA+MEDICAL+CENTER&polygon_geojson=1&viewbox=,987400 NEBRASKA MEDICAL CENTER,OMAHA,,Nebraska,https://www.wikidata.org/wiki/Q1553,68198,DOUGLAS,,4025522040,Acute Care Hospitals,Voluntary non-profit - Private,true,,3,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average
